gender,raceEthn,parentEducation,lunch,testPrep,exam,score
female,group B,some college,standard,completed,writing,66
female,group E,some college,standard,completed,math,73
female,group E,some college,standard,completed,reading,78
female,group E,some college,standard,completed,writing,76
female,group C,some high school,standard,completed,math,70
female,group C,some high school,standard,completed,reading,82
female,group C,some high school,standard,completed,writing,76
male,group D,associate's degree,free/reduced,none,math,81
male,group D,associate's degree,free/reduced,none,reading,75
male,group D,associate's degree,free/reduced,none,writing,78
male,group D,some college,free/reduced,none,math,63
male,group D,some college,free/reduced,none,reading,61
male,group D,some college,free/reduced,none,writing,60
female,group D,high school,standard,none,math,67
female,group D,high school,standard,none,reading,72
female,group D,high school,standard,none,writing,74
male,group B,high school,standard,none,math,60
male,group B,high school,standard,none,reading,68
male,group B,high school,standard,none,writing,60
male,group B,high school,standard,none,math,62
male,group B,high school,standard,none,reading,55
male,group B,high school,standard,none,writing,54
female,group C,some high school,free/reduced,completed,math,29
female,group C,some high school,free/reduced,completed,reading,40
female,group C,some high school,free/reduced,completed,writing,44
male,group B,some college,standard,completed,math,62
male,group B,some college,standard,completed,reading,66
male,group B,some college,standard,completed,writing,68
female,group E,master's degree,standard,completed,math,94
female,group E,master's degree,standard,completed,reading,99
female,group E,master's degree,standard,completed,writing,100
male,group E,some college,standard,completed,math,85
male,group E,some college,standard,completed,reading,75
male,group E,some college,standard,completed,writing,68
male,group D,associate's degree,free/reduced,none,math,77
male,group D,associate's degree,free/reduced,none,reading,78
male,group D,associate's degree,free/reduced,none,writing,73
male,group A,high school,free/reduced,none,math,53
male,group A,high school,free/reduced,none,reading,58
male,group A,high school,free/reduced,none,writing,44
male,group E,some college,free/reduced,none,math,93
male,group E,some college,free/reduced,none,reading,90
male,group E,some college,free/reduced,none,writing,83
female,group C,associate's degree,standard,none,math,49
female,group C,associate's degree,standard,none,reading,53
female,group C,associate's degree,standard,none,writing,53
female,group E,associate's degree,free/reduced,none,math,73
female,group E,associate's degree,free/reduced,none,reading,76
female,group E,associate's degree,free/reduced,none,writing,78
female,group C,bachelor's degree,free/reduced,completed,math,66
female,group C,bachelor's degree,free/reduced,completed,reading,74
female,group C,bachelor's degree,free/reduced,completed,writing,81
female,group D,associate's degree,standard,none,math,77
female,group D,associate's degree,standard,none,reading,77
female,group D,associate's degree,standard,none,writing,73
female,group C,some high school,standard,none,math,49
female,group C,some high school,standard,none,reading,63
female,group C,some high school,standard,none,writing,56
female,group D,some college,free/reduced,none,math,79
female,group D,some college,free/reduced,none,reading,89
female,group D,some college,free/reduced,none,writing,86
female,group C,associate's degree,standard,completed,math,75
female,group C,associate's degree,standard,completed,reading,82
female,group C,associate's degree,standard,completed,writing,90
female,group A,bachelor's degree,standard,none,math,59
female,group A,bachelor's degree,standard,none,reading,72
female,group A,bachelor's degree,standard,none,writing,70
female,group D,associate's degree,standard,completed,math,57
female,group D,associate's degree,standard,completed,reading,78
female,group D,associate's degree,standard,completed,writing,79
male,group C,high school,free/reduced,none,math,66
male,group C,high school,free/reduced,none,reading,66
male,group C,high school,free/reduced,none,writing,59
female,group E,bachelor's degree,standard,completed,math,79
female,group E,bachelor's degree,standard,completed,reading,81
female,group E,bachelor's degree,standard,completed,writing,82
female,group B,some high school,standard,none,math,57
female,group B,some high school,standard,none,reading,67
female,group B,some high school,standard,none,writing,72
male,group A,bachelor's degree,standard,completed,math,87
male,group A,bachelor's degree,standard,completed,reading,84
male,group A,bachelor's degree,standard,completed,writing,87
female,group D,some college,standard,none,math,63
female,group D,some college,standard,none,reading,64
female,group D,some college,standard,none,writing,67
female,group B,some high school,free/reduced,completed,math,59
female,group B,some high school,free/reduced,completed,reading,63
female,group B,some high school,free/reduced,completed,writing,64
male,group A,bachelor's degree,free/reduced,none,math,62
male,group A,bachelor's degree,free/reduced,none,reading,72
male,group A,bachelor's degree,free/reduced,none,writing,65
male,group D,high school,standard,none,math,46
male,group D,high school,standard,none,reading,34
male,group D,high school,standard,none,writing,36
male,group C,some college,standard,none,math,66
male,group C,some college,standard,none,reading,59
male,group C,some college,standard,none,writing,52
male,group D,high school,standard,none,math,89
male,group D,high school,standard,none,reading,87
male,group D,high school,standard,none,writing,79
female,group D,associate's degree,free/reduced,completed,math,42
female,group D,associate's degree,free/reduced,completed,reading,61
female,group D,associate's degree,free/reduced,completed,writing,58
male,group C,some college,standard,completed,math,93
male,group C,some college,standard,completed,reading,84
male,group C,some college,standard,completed,writing,90
female,group E,some high school,standard,completed,math,80
female,group E,some high school,standard,completed,reading,85
female,group E,some high school,standard,completed,writing,85
female,group D,some college,standard,none,math,98
female,group D,some college,standard,none,reading,100
female,group D,some college,standard,none,writing,99
male,group D,master's degree,standard,none,math,81
male,group D,master's degree,standard,none,reading,81
male,group D,master's degree,standard,none,writing,84
female,group B,some high school,standard,completed,math,60
female,group B,some high school,standard,completed,reading,70
female,group B,some high school,standard,completed,writing,74
female,group B,associate's degree,free/reduced,completed,math,76
female,group B,associate's degree,free/reduced,completed,reading,94
female,group B,associate's degree,free/reduced,completed,writing,87
male,group C,associate's degree,standard,completed,math,73
male,group C,associate's degree,standard,completed,reading,78
male,group C,associate's degree,standard,completed,writing,72
female,group C,associate's degree,standard,completed,math,96
female,group C,associate's degree,standard,completed,reading,96
female,group C,associate's degree,standard,completed,writing,99
female,group C,high school,standard,none,math,76
female,group C,high school,standard,none,reading,76
female,group C,high school,standard,none,writing,74
male,group E,associate's degree,free/reduced,completed,math,91
male,group E,associate's degree,free/reduced,completed,reading,73
male,group E,associate's degree,free/reduced,completed,writing,80
female,group C,some college,free/reduced,none,math,62
female,group C,some college,free/reduced,none,reading,72
female,group C,some college,free/reduced,none,writing,70
male,group D,some high school,free/reduced,completed,math,55
male,group D,some high school,free/reduced,completed,reading,59
male,group D,some high school,free/reduced,completed,writing,59
female,group B,some high school,free/reduced,completed,math,74
female,group B,some high school,free/reduced,completed,reading,90
female,group B,some high school,free/reduced,completed,writing,88
male,group C,high school,standard,none,math,50
male,group C,high school,standard,none,reading,48
male,group C,high school,standard,none,writing,42
male,group B,some college,standard,none,math,47
male,group B,some college,standard,none,reading,43
male,group B,some college,standard,none,writing,41
male,group E,some college,standard,completed,math,81
male,group E,some college,standard,completed,reading,74
male,group E,some college,standard,completed,writing,71
female,group E,associate's degree,standard,completed,math,65
female,group E,associate's degree,standard,completed,reading,75
female,group E,associate's degree,standard,completed,writing,77
male,group E,some high school,standard,completed,math,68
male,group E,some high school,standard,completed,reading,51
male,group E,some high school,standard,completed,writing,57
female,group D,high school,free/reduced,none,math,73
female,group D,high school,free/reduced,none,reading,92
female,group D,high school,free/reduced,none,writing,84
male,group C,some college,standard,none,math,53
male,group C,some college,standard,none,reading,39
male,group C,some college,standard,none,writing,37
female,group B,associate's degree,free/reduced,completed,math,68
female,group B,associate's degree,free/reduced,completed,reading,77
female,group B,associate's degree,free/reduced,completed,writing,80
male,group A,some high school,free/reduced,none,math,55
male,group A,some high school,free/reduced,none,reading,46
male,group A,some high school,free/reduced,none,writing,43
female,group C,some college,standard,completed,math,87
female,group C,some college,standard,completed,reading,89
female,group C,some college,standard,completed,writing,94
male,group D,some high school,standard,none,math,55
male,group D,some high school,standard,none,reading,47
male,group D,some high school,standard,none,writing,44
female,group E,some college,free/reduced,none,math,53
female,group E,some college,free/reduced,none,reading,58
female,group E,some college,free/reduced,none,writing,57
male,group C,master's degree,standard,none,math,67
male,group C,master's degree,standard,none,reading,57
male,group C,master's degree,standard,none,writing,59
male,group C,associate's degree,standard,none,math,92
male,group C,associate's degree,standard,none,reading,79
male,group C,associate's degree,standard,none,writing,84
female,group B,some college,free/reduced,completed,math,53
female,group B,some college,free/reduced,completed,reading,66
female,group B,some college,free/reduced,completed,writing,73
male,group D,associate's degree,standard,none,math,81
male,group D,associate's degree,standard,none,reading,71
male,group D,associate's degree,standard,none,writing,73
male,group C,high school,free/reduced,none,math,61
male,group C,high school,free/reduced,none,reading,60
male,group C,high school,free/reduced,none,writing,55
male,group D,bachelor's degree,standard,none,math,80
male,group D,bachelor's degree,standard,none,reading,73
male,group D,bachelor's degree,standard,none,writing,72
female,group A,associate's degree,free/reduced,none,math,37
female,group A,associate's degree,free/reduced,none,reading,57
female,group A,associate's degree,free/reduced,none,writing,56
female,group C,high school,standard,none,math,81
female,group C,high school,standard,none,reading,84
female,group C,high school,standard,none,writing,82
female,group C,associate's degree,standard,completed,math,59
female,group C,associate's degree,standard,completed,reading,73
female,group C,associate's degree,standard,completed,writing,72
male,group B,some college,free/reduced,none,math,55
male,group B,some college,free/reduced,none,reading,55
male,group B,some college,free/reduced,none,writing,47
male,group D,associate's degree,standard,none,math,72
male,group D,associate's degree,standard,none,reading,79
male,group D,associate's degree,standard,none,writing,74
male,group D,high school,standard,none,math,69
male,group D,high school,standard,none,reading,75
male,group D,high school,standard,none,writing,71
male,group C,some college,standard,none,math,69
male,group C,some college,standard,none,reading,64
male,group C,some college,standard,none,writing,68
female,group C,bachelor's degree,free/reduced,none,math,50
female,group C,bachelor's degree,free/reduced,none,reading,60
female,group C,bachelor's degree,free/reduced,none,writing,59
male,group B,some college,standard,completed,math,87
male,group B,some college,standard,completed,reading,84
male,group B,some college,standard,completed,writing,86
male,group D,some high school,standard,completed,math,71
male,group D,some high school,standard,completed,reading,69
male,group D,some high school,standard,completed,writing,68
male,group E,some college,standard,none,math,68
male,group E,some college,standard,none,reading,72
male,group E,some college,standard,none,writing,65
male,group C,master's degree,free/reduced,completed,math,79
male,group C,master's degree,free/reduced,completed,reading,77
male,group C,master's degree,free/reduced,completed,writing,75
female,group C,some high school,standard,completed,math,77
female,group C,some high school,standard,completed,reading,90
female,group C,some high school,standard,completed,writing,85
male,group C,associate's degree,free/reduced,none,math,58
male,group C,associate's degree,free/reduced,none,reading,55
male,group C,associate's degree,free/reduced,none,writing,53
female,group E,associate's degree,standard,none,math,84
female,group E,associate's degree,standard,none,reading,95
female,group E,associate's degree,standard,none,writing,92
male,group D,some college,standard,none,math,55
male,group D,some college,standard,none,reading,58
male,group D,some college,standard,none,writing,52
male,group E,bachelor's degree,free/reduced,completed,math,70
male,group E,bachelor's degree,free/reduced,completed,reading,68
male,group E,bachelor's degree,free/reduced,completed,writing,72
female,group D,some college,free/reduced,completed,math,52
female,group D,some college,free/reduced,completed,reading,59
female,group D,some college,free/reduced,completed,writing,65
male,group B,some college,standard,completed,math,69
male,group B,some college,standard,completed,reading,77
male,group B,some college,standard,completed,writing,77
female,group C,high school,free/reduced,none,math,53
female,group C,high school,free/reduced,none,reading,72
female,group C,high school,free/reduced,none,writing,64
female,group D,some high school,standard,none,math,48
female,group D,some high school,standard,none,reading,58
female,group D,some high school,standard,none,writing,54
male,group D,some high school,standard,completed,math,78
male,group D,some high school,standard,completed,reading,81
male,group D,some high school,standard,completed,writing,86
female,group B,high school,standard,none,math,62
female,group B,high school,standard,none,reading,62
female,group B,high school,standard,none,writing,63
male,group D,some college,standard,none,math,60
male,group D,some college,standard,none,reading,63
male,group D,some college,standard,none,writing,59
female,group B,high school,standard,none,math,74
female,group B,high school,standard,none,reading,72
female,group B,high school,standard,none,writing,72
female,group C,high school,standard,completed,math,58
female,group C,high school,standard,completed,reading,75
female,group C,high school,standard,completed,writing,77
male,group B,high school,standard,completed,math,76
male,group B,high school,standard,completed,reading,62
male,group B,high school,standard,completed,writing,60
female,group D,some high school,standard,none,math,68
female,group D,some high school,standard,none,reading,71
female,group D,some high school,standard,none,writing,75
male,group A,some college,free/reduced,none,math,58
male,group A,some college,free/reduced,none,reading,60
male,group A,some college,free/reduced,none,writing,57
male,group B,high school,standard,none,math,52
male,group B,high school,standard,none,reading,48
male,group B,high school,standard,none,writing,49
male,group D,bachelor's degree,standard,none,math,75
male,group D,bachelor's degree,standard,none,reading,73
male,group D,bachelor's degree,standard,none,writing,74
female,group B,some high school,free/reduced,completed,math,52
female,group B,some high school,free/reduced,completed,reading,67
female,group B,some high school,free/reduced,completed,writing,72
female,group C,bachelor's degree,free/reduced,none,math,62
female,group C,bachelor's degree,free/reduced,none,reading,78
female,group C,bachelor's degree,free/reduced,none,writing,79
male,group B,some college,standard,none,math,66
male,group B,some college,standard,none,reading,65
male,group B,some college,standard,none,writing,60
female,group B,some high school,free/reduced,none,math,49
female,group B,some high school,free/reduced,none,reading,58
female,group B,some high school,free/reduced,none,writing,55
female,group B,high school,standard,none,math,66
female,group B,high school,standard,none,reading,72
female,group B,high school,standard,none,writing,70
female,group C,some college,free/reduced,none,math,35
female,group C,some college,free/reduced,none,reading,44
female,group C,some college,free/reduced,none,writing,43
female,group A,some college,standard,completed,math,72
female,group A,some college,standard,completed,reading,79
female,group A,some college,standard,completed,writing,82
male,group E,associate's degree,standard,completed,math,94
male,group E,associate's degree,standard,completed,reading,85
male,group E,associate's degree,standard,completed,writing,82
female,group D,associate's degree,free/reduced,none,math,46
female,group D,associate's degree,free/reduced,none,reading,56
female,group D,associate's degree,free/reduced,none,writing,57
female,group B,master's degree,standard,none,math,77
female,group B,master's degree,standard,none,reading,90
female,group B,master's degree,standard,none,writing,84
female,group B,high school,free/reduced,completed,math,76
female,group B,high school,free/reduced,completed,reading,85
female,group B,high school,free/reduced,completed,writing,82
female,group C,associate's degree,standard,completed,math,52
female,group C,associate's degree,standard,completed,reading,59
female,group C,associate's degree,standard,completed,writing,62
male,group C,bachelor's degree,standard,completed,math,91
male,group C,bachelor's degree,standard,completed,reading,81
male,group C,bachelor's degree,standard,completed,writing,79
female,group B,some high school,standard,completed,math,32
female,group B,some high school,standard,completed,reading,51
female,group B,some high school,standard,completed,writing,44
female,group E,some high school,free/reduced,none,math,72
female,group E,some high school,free/reduced,none,reading,79
female,group E,some high school,free/reduced,none,writing,77
female,group B,some college,standard,none,math,19
female,group B,some college,standard,none,reading,38
female,group B,some college,standard,none,writing,32
male,group C,associate's degree,free/reduced,none,math,68
male,group C,associate's degree,free/reduced,none,reading,65
male,group C,associate's degree,free/reduced,none,writing,61
female,group C,master's degree,free/reduced,none,math,52
female,group C,master's degree,free/reduced,none,reading,65
female,group C,master's degree,free/reduced,none,writing,61
female,group B,high school,standard,none,math,48
female,group B,high school,standard,none,reading,62
female,group B,high school,standard,none,writing,60
female,group D,some college,free/reduced,none,math,60
female,group D,some college,free/reduced,none,reading,66
female,group D,some college,free/reduced,none,writing,70
male,group D,high school,free/reduced,none,math,66
male,group D,high school,free/reduced,none,reading,74
male,group D,high school,free/reduced,none,writing,69
male,group E,some high school,standard,completed,math,89
male,group E,some high school,standard,completed,reading,84
male,group E,some high school,standard,completed,writing,77
female,group B,high school,standard,none,math,42
female,group B,high school,standard,none,reading,52
female,group B,high school,standard,none,writing,51
female,group E,associate's degree,free/reduced,completed,math,57
female,group E,associate's degree,free/reduced,completed,reading,68
female,group E,associate's degree,free/reduced,completed,writing,73
male,group D,high school,standard,none,math,70
male,group D,high school,standard,none,reading,70
male,group D,high school,standard,none,writing,70
female,group E,associate's degree,free/reduced,none,math,70
female,group E,associate's degree,free/reduced,none,reading,84
female,group E,associate's degree,free/reduced,none,writing,81
male,group E,some college,standard,none,math,69
male,group E,some college,standard,none,reading,60
male,group E,some college,standard,none,writing,54
female,group C,associate's degree,standard,none,math,52
female,group C,associate's degree,standard,none,reading,55
female,group C,associate's degree,standard,none,writing,57
male,group C,some high school,standard,completed,math,67
male,group C,some high school,standard,completed,reading,73
male,group C,some high school,standard,completed,writing,68
male,group C,some high school,standard,completed,math,76
male,group C,some high school,standard,completed,reading,80
male,group C,some high school,standard,completed,writing,73
female,group E,associate's degree,standard,none,math,87
female,group E,associate's degree,standard,none,reading,94
female,group E,associate's degree,standard,none,writing,95
female,group B,some college,standard,none,math,82
female,group B,some college,standard,none,reading,85
female,group B,some college,standard,none,writing,87
female,group C,some college,standard,none,math,73
female,group C,some college,standard,none,reading,76
female,group C,some college,standard,none,writing,78
male,group A,some college,free/reduced,none,math,75
male,group A,some college,free/reduced,none,reading,81
male,group A,some college,free/reduced,none,writing,74
female,group D,some college,free/reduced,none,math,64
female,group D,some college,free/reduced,none,reading,74
female,group D,some college,free/reduced,none,writing,75
female,group E,high school,free/reduced,none,math,41
female,group E,high school,free/reduced,none,reading,45
female,group E,high school,free/reduced,none,writing,40
male,group C,high school,standard,none,math,90
male,group C,high school,standard,none,reading,75
male,group C,high school,standard,none,writing,69
male,group B,bachelor's degree,standard,none,math,59
male,group B,bachelor's degree,standard,none,reading,54
male,group B,bachelor's degree,standard,none,writing,51
male,group A,some high school,standard,none,math,51
male,group A,some high school,standard,none,reading,31
male,group A,some high school,standard,none,writing,36
male,group A,high school,free/reduced,none,math,45
male,group A,high school,free/reduced,none,reading,47
male,group A,high school,free/reduced,none,writing,49
female,group C,master's degree,standard,completed,math,54
female,group C,master's degree,standard,completed,reading,64
female,group C,master's degree,standard,completed,writing,67
male,group E,some high school,standard,completed,math,87
male,group E,some high school,standard,completed,reading,84
male,group E,some high school,standard,completed,writing,76
female,group C,high school,standard,none,math,72
female,group C,high school,standard,none,reading,80
female,group C,high school,standard,none,writing,83
male,group B,some high school,standard,completed,math,94
male,group B,some high school,standard,completed,reading,86
male,group B,some high school,standard,completed,writing,87
female,group A,bachelor's degree,standard,none,math,45
female,group A,bachelor's degree,standard,none,reading,59
female,group A,bachelor's degree,standard,none,writing,64
male,group D,bachelor's degree,free/reduced,completed,math,61
male,group D,bachelor's degree,free/reduced,completed,reading,70
male,group D,bachelor's degree,free/reduced,completed,writing,76
female,group B,high school,free/reduced,none,math,60
female,group B,high school,free/reduced,none,reading,72
female,group B,high school,free/reduced,none,writing,68
female,group C,some high school,standard,none,math,77
female,group C,some high school,standard,none,reading,91
female,group C,some high school,standard,none,writing,88
female,group A,some high school,standard,completed,math,85
female,group A,some high school,standard,completed,reading,90
female,group A,some high school,standard,completed,writing,92
female,group D,bachelor's degree,free/reduced,none,math,78
female,group D,bachelor's degree,free/reduced,none,reading,90
female,group D,bachelor's degree,free/reduced,none,writing,93
male,group E,some college,free/reduced,completed,math,49
male,group E,some college,free/reduced,completed,reading,52
male,group E,some college,free/reduced,completed,writing,51
female,group B,high school,free/reduced,none,math,71
female,group B,high school,free/reduced,none,reading,87
female,group B,high school,free/reduced,none,writing,82
female,group C,some high school,free/reduced,none,math,48
female,group C,some high school,free/reduced,none,reading,58
female,group C,some high school,free/reduced,none,writing,52
male,group C,high school,standard,none,math,62
male,group C,high school,standard,none,reading,67
male,group C,high school,standard,none,writing,58
female,group C,associate's degree,free/reduced,completed,math,56
female,group C,associate's degree,free/reduced,completed,reading,68
female,group C,associate's degree,free/reduced,completed,writing,70
female,group C,some high school,standard,none,math,65
female,group C,some high school,standard,none,reading,69
female,group C,some high school,standard,none,writing,76
female,group D,some high school,free/reduced,completed,math,69
female,group D,some high school,free/reduced,completed,reading,86
female,group D,some high school,free/reduced,completed,writing,81
male,group B,some high school,standard,none,math,68
male,group B,some high school,standard,none,reading,54
male,group B,some high school,standard,none,writing,53
female,group A,some college,free/reduced,none,math,61
female,group A,some college,free/reduced,none,reading,60
female,group A,some college,free/reduced,none,writing,57
female,group C,bachelor's degree,free/reduced,completed,math,74
female,group C,bachelor's degree,free/reduced,completed,reading,86
female,group C,bachelor's degree,free/reduced,completed,writing,89
male,group A,bachelor's degree,standard,none,math,64
male,group A,bachelor's degree,standard,none,reading,60
male,group A,bachelor's degree,standard,none,writing,58
female,group B,high school,standard,completed,math,77
female,group B,high school,standard,completed,reading,82
female,group B,high school,standard,completed,writing,89
male,group B,some college,standard,none,math,58
male,group B,some college,standard,none,reading,50
male,group B,some college,standard,none,writing,45
female,group C,high school,standard,completed,math,60
female,group C,high school,standard,completed,reading,64
female,group C,high school,standard,completed,writing,74
male,group E,high school,standard,none,math,73
male,group E,high school,standard,none,reading,64
male,group E,high school,standard,none,writing,57
female,group A,high school,standard,completed,math,75
female,group A,high school,standard,completed,reading,82
female,group A,high school,standard,completed,writing,79
male,group B,associate's degree,free/reduced,completed,math,58
male,group B,associate's degree,free/reduced,completed,reading,57
male,group B,associate's degree,free/reduced,completed,writing,53
female,group C,associate's degree,standard,none,math,66
female,group C,associate's degree,standard,none,reading,77
female,group C,associate's degree,standard,none,writing,73
female,group D,high school,free/reduced,none,math,39
female,group D,high school,free/reduced,none,reading,52
female,group D,high school,free/reduced,none,writing,46
male,group C,some high school,standard,none,math,64
male,group C,some high school,standard,none,reading,58
male,group C,some high school,standard,none,writing,51
female,group B,high school,free/reduced,completed,math,23
female,group B,high school,free/reduced,completed,reading,44
female,group B,high school,free/reduced,completed,writing,36
male,group B,some college,free/reduced,completed,math,74
male,group B,some college,free/reduced,completed,reading,77
male,group B,some college,free/reduced,completed,writing,76
female,group D,some high school,free/reduced,completed,math,40
female,group D,some high school,free/reduced,completed,reading,65
female,group D,some high school,free/reduced,completed,writing,64
male,group E,master's degree,standard,none,math,90
male,group E,master's degree,standard,none,reading,85
male,group E,master's degree,standard,none,writing,84
male,group C,master's degree,standard,completed,math,91
male,group C,master's degree,standard,completed,reading,85
male,group C,master's degree,standard,completed,writing,85
male,group D,high school,standard,none,math,64
male,group D,high school,standard,none,reading,54
male,group D,high school,standard,none,writing,50
female,group C,high school,standard,none,math,59
female,group C,high school,standard,none,reading,72
female,group C,high school,standard,none,writing,68
male,group D,associate's degree,standard,none,math,80
male,group D,associate's degree,standard,none,reading,75
male,group D,associate's degree,standard,none,writing,69
male,group C,master's degree,standard,none,math,71
male,group C,master's degree,standard,none,reading,67
male,group C,master's degree,standard,none,writing,67
female,group A,high school,standard,none,math,61
female,group A,high school,standard,none,reading,68
female,group A,high school,standard,none,writing,63
female,group E,some college,standard,none,math,87
female,group E,some college,standard,none,reading,85
female,group E,some college,standard,none,writing,93
male,group E,some high school,standard,none,math,82
male,group E,some high school,standard,none,reading,67
male,group E,some high school,standard,none,writing,61
male,group C,some high school,standard,none,math,62
male,group C,some high school,standard,none,reading,64
male,group C,some high school,standard,none,writing,55
female,group B,bachelor's degree,standard,none,math,97
female,group B,bachelor's degree,standard,none,reading,97
female,group B,bachelor's degree,standard,none,writing,96
male,group B,some college,free/reduced,none,math,75
male,group B,some college,free/reduced,none,reading,68
male,group B,some college,free/reduced,none,writing,65
female,group C,bachelor's degree,standard,none,math,65
female,group C,bachelor's degree,standard,none,reading,79
female,group C,bachelor's degree,standard,none,writing,81
male,group B,high school,standard,completed,math,52
male,group B,high school,standard,completed,reading,49
male,group B,high school,standard,completed,writing,46
male,group C,associate's degree,free/reduced,none,math,87
male,group C,associate's degree,free/reduced,none,reading,73
male,group C,associate's degree,free/reduced,none,writing,72
female,group C,associate's degree,standard,none,math,53
female,group C,associate's degree,standard,none,reading,62
female,group C,associate's degree,standard,none,writing,53
female,group E,master's degree,free/reduced,none,math,81
female,group E,master's degree,free/reduced,none,reading,86
female,group E,master's degree,free/reduced,none,writing,87
male,group D,bachelor's degree,free/reduced,completed,math,39
male,group D,bachelor's degree,free/reduced,completed,reading,42
male,group D,bachelor's degree,free/reduced,completed,writing,38
female,group C,some college,standard,completed,math,71
female,group C,some college,standard,completed,reading,71
female,group C,some college,standard,completed,writing,80
male,group C,associate's degree,standard,none,math,97
male,group C,associate's degree,standard,none,reading,93
male,group C,associate's degree,standard,none,writing,91
male,group D,some college,standard,completed,math,82
male,group D,some college,standard,completed,reading,82
male,group D,some college,standard,completed,writing,88
male,group C,high school,free/reduced,none,math,59
male,group C,high school,free/reduced,none,reading,53
male,group C,high school,free/reduced,none,writing,52
male,group B,associate's degree,standard,none,math,61
male,group B,associate's degree,standard,none,reading,42
male,group B,associate's degree,standard,none,writing,41
male,group E,associate's degree,free/reduced,completed,math,78
male,group E,associate's degree,free/reduced,completed,reading,74
male,group E,associate's degree,free/reduced,completed,writing,72
male,group C,associate's degree,free/reduced,none,math,49
male,group C,associate's degree,free/reduced,none,reading,51
male,group C,associate's degree,free/reduced,none,writing,51
male,group B,high school,standard,none,math,59
male,group B,high school,standard,none,reading,58
male,group B,high school,standard,none,writing,47
female,group C,some college,standard,completed,math,70
female,group C,some college,standard,completed,reading,72
female,group C,some college,standard,completed,writing,76
male,group B,associate's degree,standard,completed,math,82
male,group B,associate's degree,standard,completed,reading,84
male,group B,associate's degree,standard,completed,writing,78
male,group E,associate's degree,free/reduced,none,math,90
male,group E,associate's degree,free/reduced,none,reading,90
male,group E,associate's degree,free/reduced,none,writing,82
female,group C,bachelor's degree,free/reduced,none,math,43
female,group C,bachelor's degree,free/reduced,none,reading,62
female,group C,bachelor's degree,free/reduced,none,writing,61
male,group C,some college,free/reduced,none,math,80
male,group C,some college,free/reduced,none,reading,64
male,group C,some college,free/reduced,none,writing,66
male,group D,some college,standard,none,math,81
male,group D,some college,standard,none,reading,82
male,group D,some college,standard,none,writing,84
male,group C,some high school,standard,none,math,57
male,group C,some high school,standard,none,reading,61
male,group C,some high school,standard,none,writing,54
female,group D,some high school,standard,none,math,59
female,group D,some high school,standard,none,reading,72
female,group D,some high school,standard,none,writing,80
female,group D,associate's degree,standard,none,math,64
female,group D,associate's degree,standard,none,reading,76
female,group D,associate's degree,standard,none,writing,74
male,group C,bachelor's degree,standard,completed,math,63
male,group C,bachelor's degree,standard,completed,reading,64
male,group C,bachelor's degree,standard,completed,writing,66
female,group E,bachelor's degree,standard,completed,math,71
female,group E,bachelor's degree,standard,completed,reading,70
female,group E,bachelor's degree,standard,completed,writing,70
female,group B,high school,free/reduced,none,math,64
female,group B,high school,free/reduced,none,reading,73
female,group B,high school,free/reduced,none,writing,71
male,group D,bachelor's degree,free/reduced,none,math,55
male,group D,bachelor's degree,free/reduced,none,reading,46
male,group D,bachelor's degree,free/reduced,none,writing,44
female,group E,associate's degree,standard,none,math,51
female,group E,associate's degree,standard,none,reading,51
female,group E,associate's degree,standard,none,writing,54
female,group C,associate's degree,standard,completed,math,62
female,group C,associate's degree,standard,completed,reading,76
female,group C,associate's degree,standard,completed,writing,80
female,group E,associate's degree,standard,completed,math,93
female,group E,associate's degree,standard,completed,reading,100
female,group E,associate's degree,standard,completed,writing,95
male,group C,high school,free/reduced,none,math,54
male,group C,high school,free/reduced,none,reading,72
male,group C,high school,free/reduced,none,writing,59
female,group D,some college,free/reduced,none,math,69
female,group D,some college,free/reduced,none,reading,65
female,group D,some college,free/reduced,none,writing,74
male,group D,high school,free/reduced,none,math,44
male,group D,high school,free/reduced,none,reading,51
male,group D,high school,free/reduced,none,writing,48
female,group E,some college,standard,completed,math,86
female,group E,some college,standard,completed,reading,85
female,group E,some college,standard,completed,writing,91
female,group E,associate's degree,standard,none,math,85
female,group E,associate's degree,standard,none,reading,92
female,group E,associate's degree,standard,none,writing,85
female,group A,master's degree,free/reduced,none,math,50
female,group A,master's degree,free/reduced,none,reading,67
female,group A,master's degree,free/reduced,none,writing,73
male,group D,some high school,standard,completed,math,88
male,group D,some high school,standard,completed,reading,74
male,group D,some high school,standard,completed,writing,75
female,group E,associate's degree,standard,none,math,59
female,group E,associate's degree,standard,none,reading,62
female,group E,associate's degree,standard,none,writing,69
female,group E,some high school,free/reduced,none,math,32
female,group E,some high school,free/reduced,none,reading,34
female,group E,some high school,free/reduced,none,writing,38
male,group B,high school,free/reduced,none,math,36
male,group B,high school,free/reduced,none,reading,29
male,group B,high school,free/reduced,none,writing,27
female,group B,some high school,free/reduced,completed,math,63
female,group B,some high school,free/reduced,completed,reading,78
female,group B,some high school,free/reduced,completed,writing,79
male,group D,associate's degree,standard,completed,math,67
male,group D,associate's degree,standard,completed,reading,54
male,group D,associate's degree,standard,completed,writing,63
female,group D,some high school,standard,completed,math,65
female,group D,some high school,standard,completed,reading,78
female,group D,some high school,standard,completed,writing,82
male,group D,master's degree,standard,none,math,85
male,group D,master's degree,standard,none,reading,84
male,group D,master's degree,standard,none,writing,89
female,group C,master's degree,standard,none,math,73
